"SITEYR","Year","StreamName","Northing83","Easting83","Latitude83","Longitude8","Long83","MDE6Digit","MDE6Name","Basin","MDE8Digit","MDE8Name","SHEDNUM","DNR12DIG","CountyName","CountyCode","BIBIStrata","FIBIStrata","DIST","UTM17N_LON","UTM17N_LAT","UTM18N_LAT","UTM18N_LON","AlbersX","AlbersY"
"WCHE-105-R-2003",2003,"PARKER CREEK UT1",96459.6,438829.7,38.534788,76.554642,"-76.554642","021310","West Chesapeake Bay","WC","02131005","West Chesapeake Bay","0976","021310050976","Calvert","CA","COASTAL","COASTAL",19.7944946057,887547,4274530,0,0,1667444.40107,1893959.95417
"WCHE-106-R-2003",2003,"PARKER CREEK UT3",96836,439606.9,38.538144,76.545707,"-76.545707","021310","West Chesapeake Bay","WC","02131005","West Chesapeake Bay","0976","021310050976","Calvert","CA","COASTAL","COASTAL",31.4362627344,888314,4274920,0,0,1668132.41706,1894467.13926
"WCHE-106-R-2007",2007,"FISHING CREEK UT3 UT2",114250.8,436920,38.69514,76.5756,"-76.5756","021310","West Chesapeake Bay","WC","02131005","West Chesapeake Bay","0978","021310050978","Calvert","CA","COASTAL","COASTAL",17.8646007494,884850,4292260,0,0,1662012.69323,1911203.62362
"WCHE-107-R-2003",2003,"PLUM POINT CREEK UT2",104929.9,438454.2,38.61111,76.558479,"-76.558479","021310","West Chesapeake Bay","WC","02131005","West Chesapeake Bay","0977","021310050977","Calvert","CA","COASTAL","COASTAL",4.59590093693,886782,4282990,0,0,1665362.45216,1902269.38637
"WCHE-108-R-2003",2003,"FISHING CREEK UT2",110257,439426.2,38.659057,76.547015,"-76.547015","021310","West Chesapeake Bay","WC","02131005","West Chesapeake Bay","0978","021310050978","Calvert","CA","COASTAL","COASTAL",24.2351092689,887533,4288380,0,0,1665246.42572,1907750.8066
"WCHE-111-R-2003",2003,"PLUM POINT CREEK UT2",103823.7,438746.8,38.601132,76.555181,"-76.555181","021310","West Chesapeake Bay","WC","02131005","West Chesapeake Bay","0977","021310050977","Calvert","CA","COASTAL","COASTAL",20.6952884251,887134,4281910,0,0,1665876.76244,1901246.62052
"WCHE-114-R-2003",2003,"SULLIVAN BRANCH",95609.8,436577.6,38.527228,76.580517,"-76.580517","021310","West Chesapeake Bay","WC","02131005","West Chesapeake Bay","0976","021310050976","Calvert","CA","COASTAL","COASTAL",28.1916545566,885329,4273600,0,0,1665423.81926,1892696.65431
"WCHE-115-R-2003",2003,"GOVERNOR RUN",92758.6,442965.7,38.501255,76.507434,"-76.507434","021310","West Chesapeake Bay","WC","02131005","West Chesapeake Bay","0975","021310050975","Calvert","CA","COASTAL","COASTAL",40.9323166683,891861,4271030,0,0,1672212.42572,1891132.359
"WCHE-119-R-2003",2003,"GRAYS CREEK",81065.3,450129.3,38.395538,76.426154,"-76.426154","021310","West Chesapeake Bay","WC","02131005","West Chesapeake Bay","0974","021310050974","Calvert","CA","COASTAL","COASTAL",25.5198961085,899524,4259600,0,0,1681502.04049,1880927.68578
"WEST-102-B-2008",2008,"NORTH FORK MUDDY CREEK",135885.678029,438368.496841,38.88998,76.55774,"-76.55774","021310","West Chesapeake Bay","WC","02131004","West River","0985","021310040985","Anne Arundel","AA","COASTAL","COASTAL",13.2525247131,885329,4313960,0,0,1659063.13346,1932888.70895
"WEST-103-B-2008",2008,"SMITH CREEK UT",131149.835036,435956.335986,38.84742,76.58579,"-76.58579","021310","West Chesapeake Bay","WC","02131004","West River","0983","021310040983","Anne Arundel","AA","COASTAL","COASTAL",17.0845461423,883149,4309120,0,0,1657694.48258,1927734.9645
"WEST-104-B-2008",2008,"BLUEJAY BRANCH",136825.488,436817.335,38.89851,76.57557,"-76.57557","021310","West Chesapeake Bay","WC","02131004","West River","0985","021310040985","Anne Arundel","AA","COASTAL","COASTAL",4.81928830044,883746,4314830,0,0,1657379.29742,1933512.80269
"WEST-104-R-2002",2002,"JOHNS CREEK",128699.6,437559.6,38.825278,76.567457,"-76.567457","021310","West Chesapeake Bay","WC","02131004","West River","0983","021310040983","Anne Arundel","AA","COASTAL","COASTAL",6.80135668116,884852,4306740,0,0,1659734.54285,1925617.69001
"WEST-110-R-2002",2002,"MILL SWAMP BRANCH",135437.9,435552.6,38.886062,76.590221,"-76.590221","021310","West Chesapeake Bay","WC","02131004","West River","0985","021310040985","Anne Arundel","AA","COASTAL","COASTAL",7.19012270373,882547,4313380,0,0,1656450.13916,1931917.00635
"WEST-111-R-2002",2002,"WILLIAMSON BRANCH",135966.6,435415.7,38.89083,76.591772,"-76.591772","021310","West Chesapeake Bay","WC","02131004","West River","0985","021310040985","Anne Arundel","AA","COASTAL","COASTAL",16.4621948876,882371,4313920,0,0,1656179.2603,1932393.04892
"WEST-114-R-2002",2002,"BLUEJAY BRANCH",136337.8,437373.5,38.894093,76.569185,"-76.569185","021310","West Chesapeake Bay","WC","02131004","West River","0985","021310040985","Anne Arundel","AA","COASTAL","COASTAL",6.18317954129,884329,4314370,0,0,1658021.61406,1933140.17842
"PAXL-226-H-2006",2006,"BATTLE CREEK",91934,435385,0,0,NA,"021311","Patuxent River","PX","02131101","Patuxent River lower","0881","021311010881","Calvert","CA","COASTAL","COASTAL",0,0,0,0,0,1665038.80946,1888823.72997
"PAXL-228-H-2006",2006,"BATTLE CREEK",92300,435509,0,0,NA,"021311","Patuxent River","PX","02131101","Patuxent River lower","0881","021311010881","Calvert","CA","COASTAL","COASTAL",0,0,0,0,0,1665019.77948,1889209.40093
"PAXL-319-H-2006",2006,"BATTLE CREEK UT",91311,435580,0,0,NA,"021311","Patuxent River","PX","02131101","Patuxent River lower","0881","021311010881","Calvert","CA","COASTAL","COASTAL",0,0,0,0,0,1665291.03463,1888223.80703
"AA-N-307-218-97",1997,"LITTLE PATUXENT RIVER UT2",152538,424723.5,39.040475,76.71442,"-76.71442","021311","Patuxent River","PX","02131105","Little Patuxent River","0946","021311050946","Anne Arundel","AA","COASTAL","COASTAL",8.80727834203,870964,4330010,0,0,1642498.44315,1946677.30351
"AA-N-321-117-97",1997,"LITTLE PATUXENT RIVER UT1",148564,426954.1,39.004611,76.688811,"-76.688811","021311","Patuxent River","PX","02131105","Little Patuxent River","0946","021311050946","Anne Arundel","AA","COASTAL","COASTAL",13.974296371,873369,4326130,0,0,1645459.95257,1943174.4817
"AA-N-337-102-97",1997,"FRANKLIN BRANCH",158975.7,423220.7,39.098507,76.73156,"-76.73156","021311","Patuxent River","PX","02131105","Little Patuxent River","0949","021311050949","Anne Arundel","AA","COASTAL","COASTAL",3.95287085747,869168,4336390,0,0,1639739.77407,1952751.53874
"AA-S-001-226-97",1997,"LYONS CREEK",122229.1,432354,38.767196,76.627709,"-76.627709","021311","Patuxent River","PX","02131102","Patuxent River middle","0910","021311020910","Anne Arundel","AA","COASTAL","COASTAL",19.1239780393,879927,4300010,0,0,1655981.32171,1918168.84879
"AA-S-008-132-97",1997,"HALL CREEK UT2 UT1 UT1",119827.6,433821.4,38.745507,76.610942,"-76.610942","021311","Patuxent River","PX","02131101","Patuxent River lower","0902","021311010902","Anne Arundel","AA","COASTAL","COASTAL",10.188986514,881505,4297700,0,0,1657887.59931,1916104.17371
"AA-S-024-138-97",1997,"DEEP CREEK",122872.2,427914.2,38.773141,76.67877,"-76.67877","021311","Patuxent River","PX","02131102","Patuxent River middle","0908","021311020908","Anne Arundel","AA","COASTAL","COASTAL",-9999,875450,4300480,0,0,1651621.55975,1917934.35152
"AA-N-003-025-95",1995,"LITTLE PATUXENT RIVER",154145.3,423009.24,39.055,76.734167,"-76.734167","021311","Patuxent River","PX","02131105","Little Patuxent River","0946","021311050946","Anne Arundel","AA","COASTAL","COASTAL",35.7529672321,869206,4331550,0,0,1640538.16588,1947942.50496
"AA-N-021-112-97",1997,"STOCKETTS RUN",135764,432711.1,38.88911,76.622957,"-76.622957","021311","Patuxent River","PX","02131104","Patuxent River upper","0930","021311040930","Anne Arundel","AA","COASTAL","COASTAL",29.4795097686,879708,4313570,0,0,1653602.2667,1931553.39707
"AA-N-063-232-97",1997,"DORSEY RUN",162370.3,419582,39.129174,76.773527,"-76.773527","021311","Patuxent River","PX","02131105","Little Patuxent River","0952","021311050952","Anne Arundel","AA","COASTAL","COASTAL",11.3493230007,865390,4339630,0,0,1635537.61861,1955404.37441
"AA-N-092-207-97",1997,"MIDWAY BRANCH",159013.8,422066.8,39.09888,76.744898,"-76.744898","021311","Patuxent River","PX","02131105","Little Patuxent River","0949","021311050949","Anne Arundel","AA","COASTAL","COASTAL",24.5705092513,868033,4336390,0,0,1638630.12287,1952583.65831
"AA-N-092-225-97",1997,"MIDWAY BRANCH",158501.8,422166.1,39.094265,76.743767,"-76.743767","021311","Patuxent River","PX","02131105","Little Patuxent River","0949","021311050949","Anne Arundel","AA","COASTAL","COASTAL",-9999,868138,4335870,0,0,1638889.15091,1952083.87719
"AA-N-107-018-95",1995,"MIDDLE PATUXENT RIVER",159058,413984.4,39.099444,76.838333,"-76.838333","021311","Patuxent River","PX","02131104","Patuxent River Upper","0940","021311040940","Prince George's","PG","COASTAL","COASTAL",69.8555383036,859979,4336020,0,0,1630816.1913,1950983.65501
"AA-N-122-032-95",1995,"PATUXENT RIVER",148902.96,422952.36,39.007778,76.735,"-76.735","021311","Patuxent River","PX","02131104","Patuxent River Upper","0937","021311040937","Prince George's","PG","COASTAL","COASTAL",34.3282600292,869371,4326320,0,0,1641521.82113,1942761.18846
"AA-N-152-304-97",1997,"DORSEY RUN",161101.4,418802.9,39.117761,76.782573,"-76.782573","021311","Patuxent River","PX","02131105","Little Patuxent River","0952","021311050952","Anne Arundel","AA","COASTAL","COASTAL",6.15082691492,864654,4338320,0,0,1635024.73684,1953984.22844
"AA-N-152-318-97",1997,"DORSEY RUN",160819.2,418705.7,39.115221,76.783704,"-76.783704","021311","Patuxent River","PX","02131105","Little Patuxent River","0952","021311050952","Anne Arundel","AA","COASTAL","COASTAL",11.9219321064,864582,4338040,0,0,1634997.65757,1953698.626
"AA-N-167-031-95",1995,"PATUXENT RIVER",149334.05,422734.58,39.011667,76.7375,"-76.7375","021311","Patuxent River","PX","02131104","Patuxent River Upper","0937","021311040937","Prince George's","PG","COASTAL","COASTAL",21.5523594882,869123,4326740,0,0,1641213.88831,1943136.75174
"AA-N-190-101-97",1997,"PATUXENT RIVER UT2",127558.1,426211.2,38.815406,76.69819,"-76.69819","021311","Patuxent River","PX","02131102","Patuxent River middle","0914","021311020914","Anne Arundel","AA","COASTAL","COASTAL",-9999,873541,4305090,0,0,1648920.87892,1922340.38378
"AA-N-245-026-95",1995,"PATUXENT RIVER",156020.9,421080.79,39.071944,76.756389,"-76.756389","021311","Patuxent River","PX","02131105","Little Patuxent River","0948","021311050948","Anne Arundel","AA","COASTAL","COASTAL",12.7759854336,867171,4333340,0,0,1638266.77122,1949416.85553
"BRIG-103-R-2009",2009,"CABIN BRANCH UT",185594.8802,389139.1531,39.338524,77.12598,"-77.12598","021311","Patuxent River","PX","02131108","Brighton Dam","0970","021311080970","Howard","HO","EPIEDMONT","EPIEDMONT",23.1034036729,833927,4361510,0,0,1601337.07208,1972397.7337
"BRIG-105-R-2000",2000,"PATUXENT RIVER UT8",177373.4,388179.8,39.264457,77.136965,"-77.136965","021311","Patuxent River","PX","02131108","Brighton Dam","0969","021311080969","Montgomery","MO","EPIEDMONT","EPIEDMONT",23.7391554926,833324,4353220,0,0,1602050.38819,1964051.4962
"BRIG-111-R-2000",2000,"SCOTTS BRANCH",180113.7,385397.6,39.289098,77.169263,"-77.169263","021311","Patuxent River","PX","02131108","Brighton Dam","0969","021311080969","Montgomery","MO","EPIEDMONT","EPIEDMONT",10.7538900661,830400,4355870,0,0,1598797.27886,1966258.62942
"BRIG-115-R-2000",2000,"TRIADELPHIA RESERVOIR UT1",174094,397639.7,39.234994,77.027338,"-77.027338","021311","Patuxent River","PX","02131108","Brighton Dam","0967","021311080967","Howard","HO","EPIEDMONT","EPIEDMONT",20.6286863314,842933,4350390,0,0,1611890.50672,1962696.64106
"BRIG-123-R-2000",2000,"TRIADELPHIA RESERVOIR UT4",172326.8,396881.6,39.219073,77.036111,"-77.036111","021311","Patuxent River","PX","02131108","Brighton Dam","0966","021311080966","Montgomery","MO","EPIEDMONT","EPIEDMONT",19.1756689728,842229,4348600,0,0,1611484.32819,1960803.78997
"BRIG-131-R-2000",2000,"HAIGHTS BRANCH",175055.5,392276.7,39.243624,77.089467,"-77.089467","021311","Patuxent River","PX","02131108","Brighton Dam","0966","021311080966","Montgomery","MO","EPIEDMONT","EPIEDMONT",38.889497208,837505,4351140,0,0,1606465.4942,1962618.24516
"BRIG-132-R-2000",2000,"PATUXENT RIVER UT7",174512.8,394085.4,39.23875,77.06851,"-77.06851","021311","Patuxent River","PX","02131108","Brighton Dam","0966","021311080966","Montgomery","MO","EPIEDMONT","EPIEDMONT",13.0480753126,839354,4350640,0,0,1608351.83681,1962403.30097
"BRIG-206-R-2000",2000,"CABIN BRANCH",183342,388691.5,39.318226,77.131135,"-77.131135","021311","Patuxent River","PX","02131108","Brighton Dam","0970","021311080970","Howard","HO","EPIEDMONT","EPIEDMONT",4.86682891844,833557,4359240,0,0,1601331.84795,1970078.17663
"BRIG-212-R-2000",2000,"CABIN BRANCH",177657.1,391077.5,39.267047,77.103392,"-77.103392","021311","Patuxent River","PX","02131108","Brighton Dam","0970","021311080970","Howard","HO","EPIEDMONT","EPIEDMONT",29.7460344536,836213,4353680,0,0,1604804.18612,1964943.75007
"BRIG-218-R-2000",2000,"PATUXENT RIVER UT6",182656.8,385074.5,39.312,77.173064,"-77.173064","021311","Patuxent River","PX","02131108","Brighton Dam","0969","021311080969","Montgomery","MO","EPIEDMONT","EPIEDMONT",19.9256986843,829970,4358410,0,0,1597955.68027,1968703.37624
"BRIG-301-A-2008",2008,"PATUXENT RIVER",178921.552882,388246.392944,39.2784,77.13622,"-77.13622","021311","Patuxent River","PX","02131108","Brighton Dam","0969","021311080969","Howard","HO","EPIEDMONT","EPIEDMONT",6.08559109414,833311,4354790,0,0,1601791.12293,1965607.43082
"BRIG-301-R-2009",2009,"PATUXENT RIVER",176514.1572,393268.5622,39.256771,77.077991,"-77.077991","021311","Patuxent River","PX","02131108","Brighton Dam","0966","021311080966","Montgomery","MO","EPIEDMONT","EPIEDMONT",9.24198798891,838442,4352600,0,0,1607160.93767,1964227.40514
"BRIG-304-R-2009",2009,"PATUXENT RIVER",175947.86,394194.6833,39.251677,77.067256,"-77.067256","021311","Patuxent River","PX","02131108","Brighton Dam","0966","021311080966","Howard","HO","EPIEDMONT","EPIEDMONT",8.08282117453,839379,4352080,0,0,1608153.75947,1963852.26808
"BRIG-307-R-2000",2000,"PATUXENT RIVER",177774.9,389167,39.268086,77.125533,"-77.125533","021311","Patuxent River","PX","02131108","Brighton Dam","0969","021311080969","Montgomery","MO","EPIEDMONT","EPIEDMONT",45.1587422912,834294,4353730,0,0,1602918.88367,1964703.43733
"BRIG-308-R-2000",2000,"PATUXENT RIVER",181305.9,386935.2,39.299861,77.151463,"-77.151463","021311","Patuxent River","PX","02131108","Brighton Dam","0969","021311080969","Montgomery","MO","EPIEDMONT","EPIEDMONT",11.59024499,831902,4357120,0,0,1600046.33679,1967717.24703
"CA-S-014-134-97",1997,"FOWLERS MILL BRANCH",114242.2,433500.2,38.695203,76.614908,"-76.614908","021311","Patuxent River","PX","02131101","Patuxent River lower","0902","021311010902","Calvert","CA","COASTAL","COASTAL",7.52316574973,881411,4292090,0,0,1658679.85619,1910506.32836
"CA-S-089-201-97",1997,"CHEW CREEK",110889,431870.7,38.665056,76.633794,"-76.633794","021311","Patuxent River","PX","02131101","Patuxent River lower","0899","021311010899","Calvert","CA","COASTAL","COASTAL",43.367886098,879942,4288620,0,0,1657791.54976,1906827.44738
"CA-S-109-313-97",1997,"SAINT LEONARD CREEK",87074.64,443994.46,38.45,76.496,"-76.496","021311","Patuxent River","PX","02131101","Patuxent River lower","0876","021311010876","Calvert","CA","COASTAL","COASTAL",20.7272043089,893088,4265350,0,0,1674307.66016,1885665.32008
"CA-S-123-136-97",1997,"BUZZARD ISLAND CREEK",93361.6,432467.8,38.507136,76.627754,"-76.627754","021311","Patuxent River","PX","02131101","Patuxent River lower","0882","021311010882","Calvert","CA","COASTAL","COASTAL",-9999,881296,4271150,0,0,1661877.52791,1889582.93524
"CA-S-187-133-97",1997,"PATUXENT RIVER UT3",103103.2,429949.3,38.594984,76.656208,"-76.656208","021311","Patuxent River","PX","02131101","Patuxent River lower","0895","021311010895","Calvert","CA","COASTAL","COASTAL",44.5775032315,878370,4280750,0,0,1657497.04276,1898748.17988
"CA-S-192-210-97",1997,"SEWELL BRANCH OF HUNTING CREEK",102569.57,434761.09,38.59,76.601,"-76.601","021311","Patuxent River","PX","02131101","Patuxent River lower","0889","021311010889","Calvert","CA","COASTAL","COASTAL",23.8108807679,883188,4280440,0,0,1662253.06277,1899179.44238
"CA-S-197-302-97",1997,"LYONS CREEK",121973.3,429569,38.764989,76.659766,"-76.659766","021311","Patuxent River","PX","02131102","Patuxent River middle","0909","021311020909","Anne Arundel","AA","COASTAL","COASTAL",49.7788040588,877173,4299610,0,0,1653353.54797,1917347.97237
"CA-S-198-107-97",1997,"COCKTOWN CREEK UT1",107436.3,432881.8,38.633915,76.62234,"-76.62234","021311","Patuxent River","PX","02131101","Patuxent River lower","0896","021311010896","Calvert","CA","COASTAL","COASTAL",9.59360270866,881097,4285240,0,0,1659452.5193,1903641.00578
"CA-S-210-230-97",1997,"BATTLE CREEK",93502.7,435972.1,38.508271,76.58757,"-76.58757","021311","Patuxent River","PX","02131101","Patuxent River lower","0881","021311010881","Calvert","CA","COASTAL","COASTAL",27.1030092139,884789,4271470,0,0,1665232.05328,1890492.69502
"CH-S-091-131-97",1997,"SWANSON CREEK UT1",98487.3,419706.6,38.553688,76.773916,"-76.773916","021311","Patuxent River","PX","02131101","Patuxent River lower","0892","021311010892","Charles","CH","COASTAL","COASTAL",29.783796566,868310,4275750,0,0,1648552.89569,1892123.60216
"CH-S-231-202-97",1997,"SWANSON CREEK",100789.4,422444,38.574362,76.742437,"-76.742437","021311","Patuxent River","PX","02131101","Patuxent River lower","0893","021311010893","Charles","CH","COASTAL","COASTAL",2.88720224215,870944,4278150,0,0,1650802.2346,1895061.41272
"CH-S-231-209-97",1997,"SWANSON CREEK",103266.8,422114.5,38.596689,76.746139,"-76.746139","021311","Patuxent River","PX","02131101","Patuxent River lower","0893","021311010893","Charles","CH","COASTAL","COASTAL",41.3638736311,870540,4280640,0,0,1649862.29649,1897439.26717
"CH-S-294-236-97",1997,"SWANSON CREEK",99639.7,420933.1,38.564042,76.75981,"-76.75981","021311","Patuxent River","PX","02131101","Patuxent River lower","0892","021311010892","Charles","CH","COASTAL","COASTAL",48.013156308,869515,4276970,0,0,1649440.45747,1893627.57793
"HO-N-010-007-95",1995,"MIDDLE PATUXENT RIVER",165992.77,411787.46,39.161944,76.863611,"-76.863611","021311","Patuxent River","PX","02131106","Middle Patuxent River","0958","021311060958","Howard","HO","EPIEDMONT","EPIEDMONT",10.4122102565,857425,4342910,0,0,1627235.14255,1957461.437
"HO-N-010-029-95",1995,"MIDDLE PATUXENT RIVER",165808.15,412003.8,39.160278,76.861111,"-76.861111","021311","Patuxent River","PX","02131106","Middle Patuxent River","0958","021311060958","Howard","HO","EPIEDMONT","EPIEDMONT",19.2202048029,857647,4342750,0,0,1627477.98456,1957330.0114
"HO-N-010-033-95",1995,"LITTLE PATUXENT RIVER",165716.2,412436.08,39.159444,76.856111,"-76.856111","021311","Patuxent River","PX","02131106","Middle Patuxent River","0958","021311060958","Howard","HO","EPIEDMONT","EPIEDMONT",29.4457055132,858103,4342680,0,0,1627934.98068,1957329.79911
"HO-N-022-104-97",1997,"PATUXENT RIVER UT1",161142.5,412906.6,39.118238,76.850754,"-76.850754","021311","Patuxent River","PX","02131104","Patuxent River upper","0940","021311040940","Howard","HO","EPIEDMONT","EPIEDMONT",36.942221308,858726,4338120,0,0,1629226.68923,1952855.84708
"HO-N-023-022-95",1995,"LITTLE PATUXENT RIVER",166365.6,413491.3,39.165278,76.843889,"-76.843889","021311","Patuxent River","PX","02131105","Little Patuxent River","0951","021311050951","Howard","HO","EPIEDMONT","EPIEDMONT",32.9178453483,859131,4343380,0,0,1628829.12324,1958184.0149
"HO-N-023-027-95",1995,"MIDDLE PATUXENT RIVER",163530.3,414480.76,39.139722,76.8325,"-76.8325","021311","Patuxent River","PX","02131105","Little Patuxent River","0951","021311050951","Howard","HO","EPIEDMONT","EPIEDMONT",25.1338955496,860250,4340560,0,0,1630366.59229,1955550.4093
"HO-N-023-045-95",1995,"MIDDLE PATUXENT RIVER",163776.97,414480.31,39.141944,76.8325,"-76.8325","021311","Patuxent River","PX","02131105","Little Patuxent River","0951","021311050951","Howard","HO","EPIEDMONT","EPIEDMONT",20.3309805738,860194,4340810,0,0,1630272.48773,1955787.91806
"HO-N-038-204-97",1997,"DORSEY BRANCH",168569,417492.8,39.185055,76.79753,"-76.79753","021311","Patuxent River","PX","02131105","Little Patuxent River","0952","021311050952","Howard","HO","EPIEDMONT","EPIEDMONT",25.1050404637,863038,4345740,0,0,1632196.09544,1961107.53522
"HO-N-039-114-97",1997,"LITTLE PATUXENT RIVER UT3",165389.3,415707.9,39.156446,76.818263,"-76.818263","021311","Patuxent River","PX","02131105","Little Patuxent River","0951","021311050951","Howard","HO","EPIEDMONT","EPIEDMONT",-9999,861368,4342470,0,0,1631096.29101,1957578.46946
"HO-P-001-214-97",1997,"MIDDLE PATUXENT RIVER UT1",174779.6,403203.8,39.241167,76.962888,"-76.962888","021311","Patuxent River","PX","02131106","Middle Patuxent River","0962","021311060962","Howard","HO","EPIEDMONT","EPIEDMONT",29.3857958556,848420,4351310,0,0,1617111.59317,1964446.80635
"HO-P-002-321-97",1997,"LITTLE PATUXENT RIVER",175909.2,413183.8,39.251248,76.847262,"-76.847262","021311","Patuxent River","PX","02131105","Little Patuxent River","0957","021311050957","Howard","HO","EPIEDMONT","EPIEDMONT",15.5615852102,858390,4352870,0,0,1626613.10246,1967526.75914
"HO-P-018-106-97",1997,"TRIADELPHIA RESERVOIR UT2",174350.7,396822.8,39.237304,77.036801,"-77.036801","021311","Patuxent River","PX","02131108","Brighton Dam","0966","021311080966","Howard","HO","EPIEDMONT","EPIEDMONT",-9999,842086,4350610,0,0,1610911.51367,1962747.94541
"HO-P-058-125-97",1997,"BENSON BRANCH",177295.4,403945.9,39.263825,76.954278,"-76.954278","021311","Patuxent River","PX","02131106","Middle Patuxent River","0961","021311060961","Howard","HO","EPIEDMONT","EPIEDMONT",27.5434590292,849081,4353890,0,0,1617352.19308,1967119.89675
"HO-P-058-126-97",1997,"BENSON BRANCH",177403.9,404142.8,39.264802,76.951995,"-76.951995","021311","Patuxent River","PX","02131106","Middle Patuxent River","0961","021311060961","Howard","HO","EPIEDMONT","EPIEDMONT",43.4155301114,849308,4353950,0,0,1617563.33301,1967219.39986
"HO-P-063-203-97",1997,"TRIADELPHIA RESERVOIR UT3",170441.6,400734.9,39.202097,76.991492,"-76.991492","021311","Patuxent River","PX","02131108","Brighton Dam","0966","021311080966","Howard","HO","EPIEDMONT","EPIEDMONT",41.1635303209,846138,4346840,0,0,1615582.50748,1959650.25566
"HO-P-069-229-97",1997,"MIDDLE PATUXENT RIVER UT3",169884.8,404016.4,39.197073,76.953505,"-76.953505","021311","Patuxent River","PX","02131106","Middle Patuxent River","0960","021311060960","Howard","HO","EPIEDMONT","EPIEDMONT",24.0961358781,849493,4346470,0,0,1618921.21746,1959794.5875
"HO-P-083-235-97",1997,"CABIN BRANCH",178517.6,390954.1,39.274796,77.104834,"-77.104834","021311","Patuxent River","PX","02131108","Brighton Dam","0970","021311080970","Howard","HO","EPIEDMONT","EPIEDMONT",61.4165276637,836080,4354470,0,0,1604549.35172,1965714.09681
"HO-P-090-925-95",1995,"MIDDLE PATUXENT RIVER",176471.32,406233.51,39.256389,76.927778,"-76.927778","021311","Patuxent River","PX","02131106","Middle Patuxent River","0961","021311060961","Howard","HO","EPIEDMONT","EPIEDMONT",5.65040085078,851399,4353140,0,0,1619735.59378,1966727.34563
"HO-P-098-224-97",1997,"LITTLE PATUXENT RIVER UT4",171226.6,411468.4,39.209093,76.867215,"-76.867215","021311","Patuxent River","PX","02131105","Little Patuxent River","0954","021311050954","Howard","HO","EPIEDMONT","EPIEDMONT",10.9226969143,856868,4348130,0,0,1625869.7878,1962576.66262
"HO-P-104-219-97",1997,"LITTLE CATTAIL CREEK",178186.9,395422.5,39.271852,77.053047,"-77.053047","021311","Patuxent River","PX","02131108","Brighton Dam","0968","021311080968","Howard","HO","EPIEDMONT","EPIEDMONT",9.19436658313,840510,4354380,0,0,1608894.51349,1966303.92371
"HO-P-127-237-97",1997,"MIDDLE PATUXENT RIVER UT2",181683,401826,39.303354,76.97883,"-76.97883","021311","Patuxent River","PX","02131106","Middle Patuxent River","0965","021311060965","Howard","HO","EPIEDMONT","EPIEDMONT",27.9354829163,846749,4358180,0,0,1614398.0583,1971036.96257
"HO-P-132-312-97",1997,"PATUXENT RIVER",175927.7,394277.1,39.251496,77.066301,"-77.066301","021311","Patuxent River","PX","02131108","Brighton Dam","0966","021311080966","Howard","HO","EPIEDMONT","EPIEDMONT",8.92492521993,839471,4352060,0,0,1608244.06175,1963827.95875
"HO-P-132-319-97",1997,"PATUXENT RIVER",176369.7,393598.9,39.255472,77.074163,"-77.074163","021311","Patuxent River","PX","02131108","Brighton Dam","0966","021311080966","Montgomery","MO","EPIEDMONT","EPIEDMONT",52.4905172104,838798,4352520,0,0,1607512.53557,1964190.31931
"HO-P-143-109-97",1997,"TRIADELPHIA RESERVOIR UT1",175617.4,399477.9,39.248719,77.006048,"-77.006048","021311","Patuxent River","PX","02131108","Brighton Dam","0967","021311080967","Howard","HO","EPIEDMONT","EPIEDMONT",4.64138214116,844683,4351980,0,0,1613351.78611,1964548.68635
"HO-P-158-309-97",1997,"CATTAIL CREEK",182613.2,395379.2,39.311722,77.053579,"-77.053579","021311","Patuxent River","PX","02131108","Brighton Dam","0968","021311080968","Howard","HO","EPIEDMONT","EPIEDMONT",45.0660188078,840236,4358820,0,0,1607928.49737,1970680.84146
"HO-P-169-111-97",1997,"CATTAIL CREEK UT1",181906.7,395875.7,39.305361,77.047817,"-77.047817","021311","Patuxent River","PX","02131108","Brighton Dam","0968","021311080968","Howard","HO","EPIEDMONT","EPIEDMONT",-9999,840804,4358110,0,0,1608476.1866,1970115.27014
"HO-P-180-023-95",1995,"LITTLE PATUXENT RIVER",175123.04,413188.6,39.244167,76.847222,"-76.847222","021311","Patuxent River","PX","02131105","Little Patuxent River","0955","021311050955","Howard","HO","EPIEDMONT","EPIEDMONT",32.0349334312,858452,4352090,0,0,1626795.81417,1966760.70644
"HO-P-186-044-95",1995,"LITTLE PATUXENT RIVER",173919.57,412758.93,39.233333,76.852222,"-76.852222","021311","Patuxent River","PX","02131105","Little Patuxent River","0955","021311050955","Howard","HO","EPIEDMONT","EPIEDMONT",10.039334224,858051,4350880,0,0,1626593.78913,1965493.64572
"HO-P-191-116-97",1997,"CATTAIL CREEK UT2",178979.4,393525.4,39.278979,77.075039,"-77.075039","021311","Patuxent River","PX","02131108","Brighton Dam","0968","021311080968","Howard","HO","EPIEDMONT","EPIEDMONT",76.0670831321,838634,4355140,0,0,1606940.77043,1966772.70932
"HO-P-194-310-97",1997,"PATUXENT RIVER",180973,387300.8,39.296868,77.147218,"-77.147218","021311","Patuxent River","PX","02131108","Brighton Dam","0969","021311080969","Montgomery","MO","EPIEDMONT","EPIEDMONT",26.212204488,832282,4356830,0,0,1600465.17291,1967480.84346
